label,level_1,level_2,level_3
Learn,https://odyssey.stage.edx.org/learn,https://odyssey.stage.edx.org/learn/5g,"https://odyssey.stage.edx.org/learn/5g/curtin-university-5g-deployment,https://odyssey.stage.edx.org/learn/5g/curtin-university-5g-essentials,https://odyssey.stage.edx.org/learn/5g/the-linux-foundation-open-source-and-the-5g-transition"
